Disease,Question
Đau Dạ Dày,"Tôi cảm thấy đau bụng và nôn ra máu. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi hay bị đau bụng về đêm, kèm theo cảm giác nóng rát ở vùng thượng vị. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi đang gặp triệu chứng đau bụng, đầy hơi và giảm cân không rõ nguyên nhân. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi hiện đang có các triệu chứng như đau bụng, ợ chua và cảm giác thức ăn bị mắc kẹt ở cổ họng. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi cảm thấy đau bụng khi đói, kèm theo ợ hơi và buồn nôn. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi hay bị đau bụng lan sang bên trái, kèm theo cảm giác nóng rát. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi đang gặp triệu chứng đau bụng, đầy hơi và chán ăn. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi hiện đang có các triệu chứng như đau bụng, buồn nôn và tiêu chảy. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi cảm thấy đau bụng kèm theo cảm giác đầy bụng và khó tiêu. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi hay bị đau bụng sau khi ăn đồ cay nóng, kèm theo ợ chua và nóng rát. Tôi có thể đang bị bệnh gì?
"
Đau Dạ Dày,"Tôi đang gặp triệu chứng đau bụng, buồn nôn và nôn ra thức ăn. Tôi có thể đang bị bệnh gì?"
Đau Họng,"Tôi hiện đang có các triệu chứng như đau họng, ho, sốt, cổ có đờm, hôi miệng, sổ mũi, nghẹt mũi. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi đang cảm thấy đau họng kèm sốt, hạch cổ, amidan có mủ. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hay đau họng kèm ho nhiều, đờm có lẫn máu. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hiện đang có triệu chứng dịch dạ dày trào lên cổ họng gây nóng, rát và ho nhiều về đêm. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi đang cảm thấy đau họng kèm nổi hạch cổ, mệt mỏi, sụt cân, giọng nói thay đổi và khạc ra máu. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hay bị đau họng kèm cổ to, nuốt vướng, nuốt khó. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hiện đang có các triệu chứng như đau họng, ho, và mệt mỏi. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi đang cảm thấy đau họng, sốt và hạch cổ sưng. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hay bị đau họng và ho ra máu. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hiện đang có triệu chứng ợ nóng và đau họng. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi đang cảm thấy đau họng và nổi hạch ở cổ. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hay bị đau họng và giọng nói thay đổi. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hiện đang có các triệu chứng như đau họng và khó nuốt. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi đang cảm thấy đau họng kéo dài hơn hai tuần. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hay bị đau họng khi thời tiết thay đổi. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hiện đang có triệu chứng đau họng sau khi tiếp xúc với người bị cảm cúm. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi đang cảm thấy đau họng sau khi ăn đồ cay nóng. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hay bị đau họng khi nói nhiều. Tôi có thể đang bị bệnh gì?
"
Đau Họng,"Tôi hiện đang có triệu chứng đau họng và khó thở. Tôi có thể đang bị bệnh gì?
"
Đau Họng,Tôi đang cảm thấy đau họng và đau tai. Tôi có thể đang bị bệnh gì?
Đau Khớp Gối,"Tôi hiện đang có các triệu chứng như sưng và cứng khớp gối, kèm theo đau và nóng ấm khi chạm vào. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi đang cảm thấy khớp gối yếu và không ổn định, kèm theo tiếng lách tách khi di chuyển. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hay bị đau khớp gối và không thể duỗi thẳng hoặc uốn cong hoàn toàn. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hiện đang có các triệu chứng như đầu gối yếu và không thể chịu lực, kèm theo sưng và đau. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi đang cảm thấy đau khớp gối dữ dội sau chấn thương, kèm theo sưng và biến dạng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hay bị sốt, kèm theo mẩn đỏ, đau và sưng ở đầu gối. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hiện đang có các triệu chứng như sưng đau khớp gối, kèm theo nóng đỏ và cứng khớp. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi đang cảm thấy khớp gối yếu, kèm theo tiếng lạo xạo khi di chuyển và khó khăn khi co duỗi. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hay bị đau nhức khớp gối, kèm theo sưng và hạn chế vận động. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hiện đang có các triệu chứng như đầu gối sưng to và biến dạng, kèm theo đau dữ dội. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi đang cảm thấy đau khớp gối sau khi chạy bộ, kèm theo sưng và nóng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hay bị sốt, kèm theo đau nhức khớp gối và mẩn đỏ. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hiện đang có các triệu chứng như sưng đau khớp gối, kèm theo khó khăn khi đi lại. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi đang cảm thấy khớp gối yếu và không ổn định, kèm theo tiếng lạo xạo khi di chuyển và đau. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hay bị đau khớp gối sau khi chơi thể thao, kèm theo sưng và hạn chế vận động. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hiện đang có các triệu chứng như sưng đau khớp gối, kèm theo sốt và mệt mỏi. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi đang cảm thấy đau nhức khớp gối, kèm theo cứng khớp và khó khăn khi co duỗi. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hay bị đau khớp gối khi leo cầu thang, kèm theo sưng và tiếng lách tách. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi hiện đang có các triệu chứng như sưng đau khớp gối, kèm theo bầm tím và đau dữ dội. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Gối,"Tôi đang cảm thấy khớp gối yếu và không thể chịu lực, kèm theo sưng và đau. Tôi có thể đang bị bệnh gì?"
Đau Khớp Khuỷu Tay,"Tôi hiện đang có các triệu chứng như sưng khớp, hạn chế khả năng vận động và xuất hiện gai xương ở khuỷu tay. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy đau nhức khuỷu tay, kèm theo cứng khớp và uốn cong hay duỗi thẳng khớp có xuất hiện âm thanh lụp cụp. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hay bị sưng, đau dữ dội ở khớp khuỷu tay, đặc biệt sau khi uống rượu bia, ăn hải sản. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy nóng, đỏ, đau nhức ở khớp khuỷu tay, kèm theo sốt và mệt mỏi. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hay bị đau khớp khuỷu tay dữ dội, kèm theo hình thành những hạt tophi. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hiện đang có các triệu chứng như sưng ở một hay cả hai bên khớp khuỷu tay, kèm theo đau cơ và đau gân. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy đau sưng khuỷu tay, ngón tay, kèm theo bong tróc da đầu và móng tay bị rỗ. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hay bị đau và cứng cột sống, kèm theo rách móng tay ra khỏi phần thịt bên dưới và đỏ mắt. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hiện đang có các triệu chứng như đau nhức khuỷu tay, kèm theo hạn chế khả năng vận động và khớp khuỷu tay bị biến dạng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy đau nhức khuỷu tay dữ dội, kèm theo sưng đỏ và xuất hiện gai xương. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hay bị đau khớp khuỷu tay sau khi vận động mạnh, kèm theo cứng khớp và âm thanh lụp cụp. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy đau nhức khớp khuỷu tay, sưng đỏ, kèm theo sốt và mệt mỏi sau khi ăn hải sản. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hay bị đau khớp khuỷu tay dữ dội, kèm theo hình thành hạt tophi và sưng đỏ. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hiện đang có các triệu chứng như sưng đau khớp khuỷu tay, kèm theo bong tróc da đầu và móng tay bị rỗ. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy đau và cứng cột sống, kèm theo đau nhức khuỷu tay và rách móng tay. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hay bị đau khớp khuỷu tay khi co duỗi, kèm theo sưng và âm thanh lụp cụp. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy đau nhức khuỷu tay, kèm theo hạn chế vận động và khớp biến dạng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hay bị đau khớp khuỷu tay dữ dội, kèm theo sốt và mệt mỏi sau khi ăn thịt đỏ. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi hiện đang có các triệu chứng như sưng đau khớp khuỷu tay và ngón tay, kèm theo bong tróc da đầu. Tôi có thể đang bị bệnh gì?
"
Đau Khớp Khuỷu Tay,"Tôi đang cảm thấy đau nhức khuỷu tay, kèm theo đỏ mắt và rách móng tay. Tôi có thể đang bị bệnh gì?"
Đau Khớp,"Tôi hiện đang có các triệu chứng như đau nhức khớp vai. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi đang cảm thấy đau khớp vai và hạn chế vận động. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hay bị đau khớp háng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hiện đang có triệu chứng đau khớp háng khi đi lại. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi đang cảm thấy đau khớp cổ chân sau khi chạy bộ. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hay bị đau khớp cổ chân và sưng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hiện đang có các triệu chứng như đau khớp cổ tay khi gõ máy tính. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi đang cảm thấy đau khớp cổ tay và tê bì các ngón tay. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hay bị đau khớp khuỷu tay khi nâng vật nặng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hiện đang có triệu chứng đau khớp khuỷu tay và khó duỗi thẳng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi đang cảm thấy mỏi các khớp và nhức khớp. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hay bị đau xương kéo dài và tái phát. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hiện đang có các triệu chứng như mỏi khớp và bốc hỏa. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi đang cảm thấy mỏi khớp và rối loạn giấc ngủ. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hay bị mỏi khớp và ra mồ hôi ban đêm. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hiện đang có triệu chứng đau khớp gối khi leo cầu thang. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi đang cảm thấy đau khớp gối và sưng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hay bị đau khớp ngón tay vào buổi sáng. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,"Tôi hiện đang có triệu chứng đau khớp ngón chân và cứng khớp. Tôi có thể đang bị bệnh gì?
"
Đau Khớp,Tôi đang cảm thấy đau khớp sau khi tập thể dục. Tôi có thể đang bị bệnh gì?
Đau Mắt,"Tôi hiện đang có các triệu chứng như khô và đau mắt, kèm theo cảm giác cộm và chảy nước mắt sống. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi đang cảm thấy ngứa, đỏ và đau mắt, kèm theo chảy nước mắt và khó chịu. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hay bị đau mắt dữ dội, kèm theo nhìn mờ và nhạy cảm ánh sáng. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hiện đang có các triệu chứng như nhức mắt âm ỉ, kèm theo đau sâu bên trong mắt và mỏi mắt. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi đang cảm thấy đau mắt và có cảm giác có dị vật trong mắt, kèm theo khó chịu và chảy nước mắt. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hay bị đau mắt, kèm theo buồn nôn và nôn. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hiện đang có các triệu chứng như đau mắt, kèm theo nhãn cầu lồi và không thể di chuyển mắt. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi đang cảm thấy đau mắt, kèm theo mờ mắt và nhạy cảm ánh sáng. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hay bị đau mắt sau khi đeo kính áp tròng, kèm theo đỏ và ngứa. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hiện đang có các triệu chứng như đau mắt, kèm theo chảy dịch màu vàng hoặc xanh lá cây. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi đang cảm thấy đau mắt, kèm theo sưng mí mắt. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hay bị đau mắt khi đọc sách hoặc làm việc trên máy tính, kèm theo mỏi mắt và nhức đầu. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hiện đang có các triệu chứng như đau mắt, kèm theo nhìn đôi. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi đang cảm thấy đau mắt, kèm theo nhìn thấy quầng sáng hoặc hào quang xung quanh đèn. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hay bị đau mắt, kèm theo đau đầu. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hiện đang có các triệu chứng như đau mắt, kèm theo sốt. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi đang cảm thấy đau mắt, kèm theo ho hoặc sổ mũi. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hay bị đau mắt sau khi bơi lội, kèm theo đỏ và ngứa. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi hiện đang có các triệu chứng như đau mắt, kèm theo đau tai. Tôi có thể đang bị bệnh gì?
"
Đau Mắt,"Tôi đang cảm thấy đau mắt, kèm theo đau răng. Tôi có thể đang bị bệnh gì?"
Đau Nhức Hốc Mắt,"Tôi hiện đang có các triệu chứng như đau mắt đột ngột và dữ dội. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi đang cảm thấy đau nhói ở mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hay chảy nước mắt nhiều. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hiện đang có triệu chứng nhạy cảm với ánh sáng. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi đang cảm thấy nóng rát trong mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hay bị giảm thị lực đột ngột. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hiện đang có các triệu chứng như mắt đỏ và đau. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi đang cảm thấy đau đầu dai dẳng và đau mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hay bị sốt và đau mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hiện đang có triệu chứng buồn nôn và đau mắt dữ dội. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi đang cảm thấy sụp mí mắt và đau mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hay bị đau mắt khi đeo kính áp tròng. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hiện đang có các triệu chứng như đau mắt và nhìn mờ. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi đang cảm thấy đau mắt và có dịch nhầy. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hay bị đau mắt sau khi bơi. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hiện đang có triệu chứng đau mắt và ngứa. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi đang cảm thấy đau mắt khi nhìn vào màn hình máy tính. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hay bị đau mắt khi ra ngoài trời nắng. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,"Tôi hiện đang có triệu chứng đau mắt và đau đầu sau khi đọc sách. Tôi có thể đang bị bệnh gì?
"
Đau Nhức Hốc Mắt,Tôi đang cảm thấy đau mắt và chảy nước mắt sau khi tiếp xúc với bụi. Tôi có thể đang bị bệnh gì?
Đau Nửa Đầu Bên Phải,"Tôi hiện đang có các triệu chứng như đau nửa đầu bên phải, kèm theo chóng mặt và buồn nôn. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi đang cảm thấy đau nhói ở bên phải đầu, lan ra xung quanh thái dương và hốc mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hay bị đau nửa đầu bên phải, kèm theo rối loạn thị giác và mất thị lực tạm thời. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hiện đang có các triệu chứng như đau nửa đầu bên phải, kèm theo đổ mồ hôi và cơ ở vai bị căng cứng. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi đang cảm thấy đau nhức nửa đầu bên phải, kèm theo mệt mỏi và buồn nôn. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hay bị đau nửa đầu bên phải, kèm theo nhạy cảm ánh sáng và tiếng ồn. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hiện đang có các triệu chứng như đau nhói ở bên phải đầu, lan xuống tận cổ. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi đang cảm thấy đau nửa đầu bên phải, kèm theo chóng mặt và mất thăng bằng. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hay bị đau nửa đầu bên phải, kèm theo buồn nôn và nôn. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hiện đang có các triệu chứng như đau nửa đầu bên phải, kèm theo rối loạn thị giác và nhìn mờ. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi đang cảm thấy đau nhức nửa đầu bên phải, kèm theo mệt mỏi và khó tập trung. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hay bị đau nửa đầu bên phải, kèm theo nhạy cảm với mùi. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hiện đang có các triệu chứng như đau nhói ở bên phải đầu, kèm theo ù tai. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi đang cảm thấy đau nửa đầu bên phải, kèm theo chóng mặt và mất phương hướng. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hay bị đau nửa đầu bên phải, kèm theo buồn nôn và tiêu chảy. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hiện đang có các triệu chứng như đau nửa đầu bên phải, kèm theo rối loạn thị giác và nhìn thấy ánh sáng nhấp nháy. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi đang cảm thấy đau nhức nửa đầu bên phải, kèm theo mệt mỏi và yếu ớt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hay bị đau nửa đầu bên phải, kèm theo nhạy cảm với thời tiết. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi hiện đang có các triệu chứng như đau nhói ở bên phải đầu, kèm theo tê bì mặt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Phải,"Tôi đang cảm thấy đau nửa đầu bên phải, kèm theo chóng mặt và khó nói. Tôi có thể đang bị bệnh gì?"
Đau Nửa Đầu Bên Trái,"Tôi hiện đang có các triệu chứng như đau lan tỏa khắp nửa đầu bên trái, kèm theo sụp mí mắt và mờ mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi đang cảm thấy đau nhói ở một vị trí nhất định bên trái đầu, kèm theo chảy nước mắt và suy giảm thị lực. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hay bị đau nửa đầu bên trái âm ỉ, kèm theo căng cổ và vai. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hiện đang trải qua cơn đau nửa đầu bên trái nghiêm trọng, kèm theo buồn nôn và nôn. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi đang cảm thấy đau nửa đầu bên trái, kèm theo chóng mặt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hay bị đau nửa đầu bên trái nặng hơn vào buổi tối. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hiện đang trải qua cơn đau nửa đầu bên trái, kèm theo nhạy cảm với ánh sáng và âm thanh. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi đang cảm thấy đau nửa đầu bên trái, kèm theo hoa mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hay bị đau nửa đầu bên trái khi vừa ngủ dậy. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hiện đang trải qua cơn đau nửa đầu bên trái, kèm theo mệt mỏi. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi đang cảm thấy đau nửa đầu bên trái, kèm theo khó tập trung. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hay bị đau nửa đầu bên trái, kèm theo thay đổi thị lực. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hiện đang trải qua cơn đau nửa đầu bên trái, kèm theo giảm cảm giác thèm ăn. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi đang cảm thấy đau nửa đầu bên trái, kèm theo nhạy cảm với mùi hương. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hay bị đau nửa đầu bên trái, kèm theo cứng cơ cổ. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hiện đang trải qua cơn đau nửa đầu bên trái, kèm theo ù tai. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi đang cảm thấy đau nửa đầu bên trái, kèm theo buồn nôn. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hay bị đau nửa đầu bên trái, kèm theo căng thẳng. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi hiện đang trải qua cơn đau nửa đầu bên trái, kèm theo đau sau mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Bên Trái,"Tôi đang cảm thấy đau nửa đầu bên trái, kèm theo chóng mặt. Tôi có thể đang bị bệnh gì?"
Đau Nửa Đầu Phía Sau,"Tôi hiện đang có các triệu chứng như đau âm ỉ ở phía sau đầu, kèm theo cứng gáy và vai. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi đang cảm thấy đau đầu phía sau, giống như có ai đó đang kéo tóc tôi ra sau. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hay bị đau đầu phía sau khi làm việc quá sức hoặc thiếu ngủ. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hiện đang trải qua cơn đau nhói như dao đâm ở phía sau đầu, lan ra da đầu. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi đang cảm thấy đau đầu phía sau, kèm theo thay đổi thị lực và ù tai. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hay bị đau đầu phía sau, nặng hơn khi cử động cổ. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hiện đang trải qua cơn đau đầu phía sau co thắt theo nhịp mạch đập, kèm theo buồn nôn và chóng mặt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi đang cảm thấy đau đầu phía sau, lan ra vùng trán và thái dương. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hay bị đau đầu phía sau đột ngột và dữ dội, sau đó hết nhanh chóng. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hiện đang trải qua cơn đau đầu phía sau nặng hơn khi nằm xuống, kèm theo nghẹt mũi và chảy nước mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi đang cảm thấy đau đầu phía sau, kèm theo cứng cơ ở cổ và vai. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hay bị đau đầu phía sau khi vận động, kèm theo hoa mắt. Tôi có thể đang bị bệnh gì?
"
Đau Nửa Đầu Phía Sau,"Tôi hiện đang trải qua cơn đau đầu phía sau kéo dài hàng tuần, kèm theo bồn chồn và buồn nôn. Tôi có thể đang bị bệnh gì?
"
